name score
gagamaru 1.0
bede 1.0
beda 1.0
paplu 1.0
supriyono 1.0
dienekes 1.0
srđa 1.0
eruera 1.0
bedr 1.0
shohozan 1.0
moffatt 1.0
evgeni 1.0
voivode 1.0
delaney 0.6
bego 1.0
nipapat 0.0
lykele 1.0
vinduyih 1.0
shrikar 1.0
norimoto 1.0
prabha 0.09090909090909091
taketani 1.0
evgeny 1.0
clitomachus 1.0
hideto 1.0
alesana 1.0
osayuki 1.0
ramkishan 1.0
wakanosato 1.0
reznik 1.0
montique 1.0
thaddee 1.0
begu 0.0
sturle 1.0
prabhu 1.0
maneca 1.0
yuval 1.0
sturla 1.0
z'ev 1.0
yuvan 1.0
sejdo 1.0
klymentiy 1.0
charlotte, 0.0
megasthenes 1.0
bega 0.0
okko 1.0
nodar 1.0
pargalı 1.0
solomun 1.0
maneco 1.0
okky 0.0
tjitske 0.0
sebihan 0.0
christianne 0.0
alintuma 1.0
strashimira 0.0
redrama 1.0
gurudas 1.0
iorwith 1.0
domingo 1.0
sohyang 0.0
pappo 1.0
motoda 1.0
pappa 0.6666666666666666
dominga 0.0
jeanmar 1.0
studley 1.0
okon 1.0
hyder 1.0
charilaus 1.0
prabai 0.0
adehim 1.0
prabal 1.0
apuleius 1.0
kentwan 1.0
christianna 0.0
ranbir 1.0
behr 1.0
bharani 0.0
keltie 0.0
ghayth 1.0
behn 1.0
nettie 0.0
middleton 1.0
øivind 1.0
papatzys 1.0
raekwon 1.0
pappy 1.0
shahlan 1.0
sourabh 1.0
voafose 1.0
rictor 1.0
hideyo 1.0
rosebud 0.0
tecun 1.0
qiamuddin 1.0
canaletto 1.0
lefteri 1.0
pappu 1.0
odalys 0.0
dominik 1.0
ka'b 1.0
shringar 1.0
fudge 1.0
itchiku 1.0
henderson 1.0
dominie 1.0
dominic 1.0
danthala 1.0
milorad 0.9761904761904762
alphousseyni 1.0
beki 0.0
thylias 0.0
bela 0.9444444444444444
karishma 0.0
sabrisho 1.0
malusha 0.0
noddy 1.0
qingde 1.0
nazakat 0.0
jyotirindra 1.0
baichung 1.0
lierre 0.0
motobu 1.0
chhanda 0.0
cheston 1.0
jerrauld 1.0
fumihito, 1.0
beji 1.0
suheyl 1.0
brijal 1.0
jerolim 1.0
maitreya-natha 1.0
prabda 1.0
breakbot 1.0
okot 1.0
luvsansharavyn 1.0
beka 1.0
fleetwood 1.0
necati 1.0
soedarsono 1.0
azucena 0.0
farkas 1.0
delanie 0.3333333333333333
aregund 0.0
sejad 1.0
raden 1.0
alhaji 1.0
tarrant 1.0
radek 1.0
beni 0.8666666666666667
bahauddin 1.0
christianah 0.0
benj 1.0
kittel 1.0
taseer 1.0
benh 1.0
kitten 0.0
bene 1.0
bryshon 1.0
jaberi 1.0
xela 1.0
resurreccion 1.0
zuleikha 0.0
dupsy 0.0
wehebe 1.0
oorlagh 0.0
mathangi 0.0
belu 1.0
ilsley 1.0
kuniharu 1.0
terkel 1.0
belo 1.0
d'lo 1.0
bell 0.5
beli 1.0
sławek 1.0
kiyoteru 1.0
hidemi 0.5
papua 1.0
turlapaty 1.0
eusapia 0.0
lietbertus 1.0
xhevat 1.0
xeka 1.0
qedrican 1.0
tippi 0.0
ayyalaraju 1.0
thorvig 1.0
tamagnino 1.0
tedda 1.0
tippe 0.0
anatomy 1.0
tedde 0.0
d'or 1.0
hideko 0.0
sejla 0.0
demetri 1.0
teddi 0.0
vidak 1.0
vidal 1.0
larginus 1.0
hideki 1.0
djelloul 1.0
xeni 0.0
prenke 1.0
barbecue 1.0
demetra 0.0
motoei 1.0
mansurbek 1.0
annibal 1.0
demetre 1.0
xeno 1.0
mandyk 1.0
mischaela 0.0
tippa 1.0
lethola 1.0
beny 1.0
ofelia 0.0
benz 1.0
anatoly 1.0
chengara 1.0
hallucinogen 1.0
benu 1.0
ravikant 1.0
bent 1.0
volodymyr 1.0
anatols 1.0
veliyankode 1.0
beno 1.0
lastings 1.0
benn 1.0
benk 1.0
kittie 0.0
hideji 1.0
tippy 0.5
anatoli 1.0
tippu 1.0
anatole 1.0
radan 1.0
roeliff 1.0
vilmundur 1.0
ashurbanipal 1.0
teddy 0.9805194805194806
oreidis 1.0
chaghri 1.0
tiryaki 1.0
turpino 1.0
kitabatake 1.0
fra' 1.0
radik 1.0
kornelija 0.0
dankwart 1.0
radie 0.0
sabirzhan 1.0
kornelije 1.0
demensio 1.0
kamoliddin 1.0
vukolaj 1.0
radim 1.0
draginja 0.0
radio 0.5
bern 0.875
yashichiro 1.0
berk 1.0
verplanck 1.0
berl 1.0
markieff 1.0
tarrare 1.0
motoko 0.0
dipali 0.0
bharago 1.0
beri 0.5
berj 1.0
radhu 1.0
berg 1.0
takalani 1.0
kelton 1.0
radia 0.0
berc 1.0
radic 1.0
przemysław 1.0
bera 1.0
international 0.3333333333333333
maxentius 1.0
sejfi 1.0
armatus 1.0
kolathur 1.0
radhi 1.0
zhiyi 1.0
vasyl' 1.0
catherina 0.0
radhe 1.0
rajemison 1.0
motome 1.0
eboric 1.0
jacquetta 0.0
boubaker 1.0
esteban 1.0
jacquette 0.0
okuz 1.0
checco 1.0
khottiga 1.0
radha 0.43333333333333335
kseniya 0.0
nakamura 1.0
nakamuta 1.0
frae 1.0
lucero 0.0
samvrutha 0.0
hawley 1.0
fraj 1.0
chioma 0.0
naucratius 1.0
fram 1.0
nattawut 1.0
fran 0.6065573770491803
best 0.75
hiroshige 1.0
vazhappady 1.0
suangporn 0.0
sentaro 1.0
rehutai 0.0
bess 0.0
frat 1.0
beto 1.0
dhyani 0.0
cleidemus 1.0
chriet 1.0
pacanne 1.0
deolindo 1.0
deolinda 0.0
beth 0.005434782608695652
bete 0.0
charilaos 1.0
axwell 1.0
narayanaswamy 1.0
beta 0.0
hroniss 1.0
motoka 1.0
kowit 1.0
motoki 1.0
bert 1.0
numaga 1.0
bero 1.0
njabulo 1.0
beso 1.0
zhiwu 1.0
aimane 1.0
puzzle 1.0
gayatri 0.0
besa 0.0
hadrianus 1.0
techi 1.0
venris 1.0
magdeleine 0.0
trina 0.0
orbital 1.0
dudzai 1.0
masurius 1.0
marthinus 1.0
inderbir 1.0
zabryna 0.0
cleland 1.0
digamber 1.0
bevo 1.0
venric 1.0
lebleba 0.0
abantidas 1.0
tukdoji 1.0
corbitant 1.0
sisley 1.0
tioti 1.0
wiching 1.0
togoro 1.0
deighton 1.0
mitchelle'l 1.0
trimi 1.0
acichorius 1.0
devashish 1.0
dhumketu 1.0
cheeming 1.0
sadguru 1.0
alyssa 0.0
bets 0.0
laksmi 0.0
sislej 1.0
nettur 1.0
durai. 1.0
wishnutama 1.0
tembandumba 0.0
madhunapantula 1.0
fray 1.0
kovid 1.0
fraz 1.0
sugeeth 1.0
herefrith 1.0
tecia 0.0
trine 0.0
trinh 0.9
trini 0.6666666666666666
skales 1.0
frei 1.0
vorotynsky 1.0
melendi 1.0
frej 1.0
suhell 1.0
seira 0.0
chinwe 0.0
ingemar 1.0
tamanna 0.0
freq 1.0
ingeman 1.0
fres 1.0
ijjauddin 1.0
nagbhushan 1.0
motono 1.0
iavolenus 1.0
racim 1.0
brunello 1.0
algenis 1.0
racin 1.0
balthus 1.0
melendy 0.0
motomu 1.0
xevi 1.0
mazaeus 1.0
fred 0.9989417989417989
yaisel 1.0
brunella 0.0
free 0.3333333333333333
kinichiro 1.0
galaxy 0.0
bijahil 1.0
osita 1.0
guntheuc 1.0
jubilant 1.0
bevy 0.0
tripy 1.0
larimar 0.0
sharmaine 0.0
racho 1.0
tripo 1.0
tripp 1.0
adnane 1.0
geraldine 0.02197802197802198
seiso 1.0
mandre 1.0
racha 0.0
homarefuji 1.0
sxip 1.0
zaradachet 1.0
parthiv 1.0
empylus 1.0
ghiselin 1.0
algenon 1.0
triin 0.0
ferhunde 0.0
aveau 1.0
chinua 1.0
galdino 1.0
alyson 0.0
digambar 1.0
kittim 1.0
suheir 0.0
suheil 1.0
lopes 1.0
mayalen 0.0
earline 0.0
ilayankudi 1.0
zackie 1.0
xexe 1.0
carolene 0.0
miglena 0.0
adandozan 1.0
wavell 1.0
ptolemy 1.0
bo'az 1.0
carolena 0.0
frey 1.0
asraruddin 1.0
mandla 1.0
trijn 0.0
jeewan 1.0
seimu 0.0
grimaldo 1.0
sneezy 1.0
erivelto 1.0
mieshelle 0.0
avrohom 1.0
vicci 0.0
ramkishun 1.0
nahreel 1.0
friz 1.0
alexandrea 0.0
canvass 1.0
duraid 1.0
trikk 1.0
yuumi 0.0
ranadeb 1.0
frid 0.0
bampfylde 1.0
nongae 0.0
kyongae 0.0
frik 1.0
lupando 1.0
girijabai 0.0
azamatbi 1.0
athanassios 1.0
lopez 1.0
mahdzir 1.0
olav 1.0
soloman 1.0
chinta 1.0
bodzanta 1.0
yuula 0.0
olai 1.0
minderjeet 1.0
vicar 1.0
odalis 0.5
olaj 1.0
seion 1.0
ranunzio 1.0
olaf 0.9936305732484076
gullik 1.0
aveek 1.0
niigiyama 1.0
venerable 1.0
agatino 1.0
haakon 1.0
olan 1.0
francimar 1.0
meketre 1.0
noemia 0.0
kodavatiganti 1.0
sturdy 1.0
noemie 0.0
mullapudi 1.0
thalekunnil 1.0
oleg 1.0
olea 0.0
capucine 0.0
hydra 0.0
segundo 1.0
nurudeen 1.0
nephat 1.0
seiya 1.0
oleksiy 1.0
adibhatla 1.0
fahriye 0.0
ghazar 1.0
kihachi 1.0
malavika 0.0
prawitz 1.0
seiyo 1.0
ghazan 1.0
solomos 1.0
wajihuddin 1.0
ghazal 0.3333333333333333
tamurapan 0.0
solomon 1.0
theotonius 1.0
erzsabet 0.0
trivo 1.0
orontobates 1.0
sibonelo 0.0
frl. 0.0
vygantas 1.0
yuuya 1.0
jerediah 1.0
olga 0.006993006993006993
trixi 0.0
heikki 1.0
willibad 1.0
seizo 1.0
alexandria 0.0
alakbar 1.0
teedra 0.0
mekertich 1.0
oleksii 1.0
papak 1.0
praboo 1.0
oleksij 1.0
yulianna 0.0
eparaima 1.0
mojca 0.0
peatsai 1.0
clardeluna 0.0
ninomiya 1.0
yulianne 0.0
volodymir 1.0
zelimir 1.0
maejor 1.0
vicol 1.0
naowarat 0.0
penieli 1.0
germanpreet 1.0
lonzell 1.0
abrotonum 1.0
oley 1.0
miljuschka 0.0
aloyzas 1.0
harwell 1.0
quenton 1.0
mandie 0.0
filiph 1.0
musika 1.0
emporius 1.0
olen 1.0
oleh 1.0
gatewood 1.0
culture 1.0
cherukuri 1.0
filipo 1.0
gastone 1.0
filipa 0.0
olev 1.0
mandip 1.0
filipe 1.0
daquan 1.0
sivia 0.0
oles 1.0
alphadi 1.0
olia 0.0
kanteerava 1.0
satyakam 1.0
filipp 1.0
duqaq 1.0
dharmawangsa 1.0
sivan 0.25
seite 1.0
olie 1.0
bowden 1.0
mnasippus 1.0
alysha 0.0
hansraj 1.0
seith 1.0
ayelet 0.0
lesroy 1.0
okyeame 1.0
frog 1.0
sivas 1.0
hydna 0.0
tecla 0.0
ksenija 0.0
seito 1.0
sivar 1.0
yodwicha 1.0
tyrunn 1.0
frol 1.0
nephew 1.0
prabir 1.0
mohinder 1.0
smelly 1.0
irrfan 1.0
olha 0.0
sampoornesh 1.0
viresh 1.0
guyford 1.0
stompin' 1.0
linley 0.5
kseniia 0.0
seius 1.0
rathvon 1.0
vicha 1.0
yanagawa 1.0
hokuten'yu 1.0
heikko 1.0
aergol 1.0
jimwat 1.0
trita 1.0
rances 1.0
baermann 1.0
olke 1.0
vicko 1.0
sunkrish 1.0
taegoon 1.0
eliete 0.0
lopon 1.0
benderli 1.0
vicky 0.0547945205479452
fartuun 0.0
bhanubhakta 1.0
paper 1.0
soiled 1.0
tomizawa 1.0
trish 0.0
frauke 0.0
vicke 1.0
vicki 0.009345794392523364
shahkur 1.0
olja 0.0
tanwir 1.0
yuuta 1.0
nikare 1.0
jinichi 1.0
kazuha 0.0
alysia 0.0
kittur 0.0
radegund 0.0
olim 1.0
olin 1.0
girlschool 0.0
mandel 1.0
ambalavana 1.0
kelsay 1.0
muwatalli 1.0
ionica 1.0
farlen 1.0
alexandros 1.0
florvil 1.0
guala 1.0
chinho 1.0
lagelu 1.0
isidoor 1.0
johann 0.9977011494252873
dutch 1.0
momoh 1.0
musiri 1.0
bularchus 1.0
momoe 0.0
donigan 1.0
lavanasura 1.0
zezinando 1.0
johane 1.0
tazewell 1.0
olly 1.0
akmaral 0.0
johana 0.0
nicolaas 1.0
passi 1.0
brassai 1.0
olle 1.0
zaynab 0.0
lisette 0.0
sehribana 0.0
qamil 1.0
olla 0.0
harizul 1.0
gunvald 1.0
olli 1.0
dillard 1.0
kasriel 1.0
ragan 0.5
cerebro 1.0
farley 1.0
semie 1.0
jennie 0.0
yancey 1.0
semih 1.0
trekkie 0.0
semir 1.0
olof 0.9482758620689655
alivardi 1.0
bakırcı 1.0
prerana 0.0
suriyenthrathibodi 1.0
boruth 1.0
semiz 1.0
wulstan 1.0
sakthibhadran 1.0
berthar 1.0
ragab 1.0
nahida 0.0
lenelle 0.0
olol 1.0
jabbar 1.0
kenechuhwu 1.0
tegan 0.2
ermyntrude 0.0
antwan 1.0
dutee 0.5
isidora 0.0
josaiah 1.0
teebee 1.0
isidore 1.0
putthinan 1.0
sisira 1.0
chingy 1.0
chingo 1.0
tison 1.0
viredo 1.0
zeruiah 0.0
johans 1.0
herica 0.0
mandar 1.0
akinpelu 1.0
salatyn 0.0
vadivel 1.0
mandas 1.0
nuzhat 0.0
dionotus 1.0
yerahmiel 1.0
connelly 1.0
mandan 1.0
timaya 1.0
chinga 1.0
gunvant 1.0
nodjmet 0.0
yancho 1.0
tisha 0.0
rustico 1.0
phuritad 1.0
kelsey 0.25806451612903225
sukumari 0.0
jennet 0.0
hajime 0.972972972972973
krafft 1.0
fantomas 1.0
pauliina 0.0
musine 0.0
sukumara 1.0
pauliine 0.0
chesson 1.0
samanta 0.2
johari 0.75
peulan 1.0
chinda 1.0
wladimiro 1.0
hidefumi 1.0
nicolaes 1.0
chiney 0.0
masamune 1.0
chinmay 1.0
nattfari 1.0
aztec 1.0
remedy 1.0
raffertie 1.0
evgeniya 0.0
olov 0.8
distemper 1.0
brownlow 1.0
bonick 1.0
monzavous 1.0
semei 1.0
itsuo 1.0
semen 1.0
florquidia 0.0
bonvesin 1.0
estrela 1.0
kuilix 0.0
balvaz 1.0
olsi 1.0
gherasim 1.0
cabbie 1.0
utkarsh 1.0
raonall 1.0
tonantius 1.0
rageh 1.0
mustansir 1.0
olry 1.0
sapsiree 0.0
gordan 1.0
tottie 0.0
durante 1.0
pasta 1.0
pakhomy 1.0
momus 1.0
hadriaan 1.0
pasuk 0.0
amnaj 1.0
nazanin 0.0
boniek 1.0
haydain 1.0
kelsea 0.0
damian 1.0
gervase 1.0
damiao 1.0
elionar 1.0
tajhon 1.0
drenpa 1.0
kingsmill 1.0
shinzaburo 1.0
khavazh 1.0
pasty 1.0
amnat 1.0
jeanine 0.0
osorkon 1.0
daishiro 1.0
semoy 0.0
hidekichi 1.0
katakalon 1.0
milous 1.0
sebouh 1.0
kyriakoulis 1.0
benyamin 1.0
fahrija 1.0
durant 1.0
anietie 1.0
alypus 1.0
gervais 1.0
obedience 1.0
timati 1.0
saada 0.0
toyotaro 1.0
miloud 1.0
hanuma 1.0
casual 1.0
kuresa 1.0
lotan 1.0
karamjeet 1.0
navonda 0.0
saadi 1.0
oluf 1.0
sybi 1.0
sinforoso 1.0
saado 0.0
achuthanand 1.0
samsaya 0.0
fonzerelli 1.0
tista 0.0
iyare 1.0
syam 1.0
hynden 0.0
lhakpa 0.0
iyari 0.0
virgiliu 1.0
chinemelu 1.0
gordei 1.0
mancur 1.0
dadoji 1.0
virgilio 1.0
saaed 1.0
espiridiona 0.0
maginel 0.0
eustachius 1.0
kriszta 0.0
hanung 1.0
guaco 1.0
virgilia 0.0
olta 0.0
deepali 0.0
resul 1.0
jamuovandu 1.0
sufiyan 1.0
khishigdalain 1.0
vaidila 1.0
ragib 1.0
ekaterina 0.0
durall 1.0
ekaterine 0.0
ragip 1.0
viggo 1.0
chotiros 0.0
milosh 1.0
semra 0.0
ekaterini 0.0
ragil 1.0
agnaptus 1.0
berthin 1.0
raghu 1.0
iyasu 1.0
syda 0.0
gorden 1.0
gordey 1.0
topham 1.0
chinni 1.0
lotar 1.0
jougle 1.0
kelsie 0.5
kheredine 1.0
ragho 1.0
slanoll 1.0
damien 1.0
nielson 1.0
sanjaya 1.0
semsa 0.0
erinensis 1.0
chinoy 1.0
damiel 1.0
vahafolau 1.0
tantoo 0.0
zusho 1.0
semso 1.0
semsi 0.5
olve 1.0
boniak 1.0
adetomiwa 1.0
evgenije 1.0
durand 1.0
piperi 1.0
bumble 1.0
kambanthodath 1.0
shahida 0.0
oskaras 1.0
prasiddha 1.0
shahnawaz 1.0
osmyn 1.0
gervane 1.0
maysara 1.0
sekiji 1.0
olya 0.0
kieffer 1.0
chevelle 0.0
jirayu 1.0
anestis 1.0
dighton 1.0
eligio 1.0
jirayr 1.0
laksamana 1.0
olyk 1.0
loten 1.0
jasmuheen 0.0
lotem 1.0
sakaigawa 1.0
massadio 1.0
gordie 1.0
dusum 1.0
yakhouba 1.0
isidoro 1.0
harwant 0.0
tywain 1.0
chinna 0.0
ragni 0.0
sadamichi 1.0
abundantius 1.0
timane 1.0
ashokamitran 1.0
kozma 1.0
syed 1.0
doshin 1.0
marysole 0.0
makhtar 1.0
bahjat 1.0
arangannal 1.0
gennaro 1.0
lutimar 1.0
karmegha 1.0
dusty 0.8888888888888888
ragna 0.1
lotfy 1.0
semmy 1.0
shunshosai 1.0
sorche 0.0
kyongho 1.0
brudenell 1.0
sorcha 0.0
timana 1.0
tashreeq 1.0
lizmark 1.0
evgenios 1.0
berthel 1.0
fillia 1.0
fillie 0.0
mustansar 1.0
salcia 0.0
gordiy 1.0
djalmir 1.0
fillip 1.0
topher 1.0
mancsy 1.0
livinia 0.0
raghuvir 1.0
giwargis 1.0
lotfi 1.0
ingelore 0.0
tissa 0.9230769230769231
bachirou 1.0
semon 0.5
mastamind 1.0
selva 0.6666666666666666
jabara 1.0
mahmuda 0.0
seymour 0.9904761904761905
nicolasa 0.5
prannoy 1.0
dutta 1.0
vichara 0.0
selvi 0.0
jabari 1.0
mamunur 1.0
tuakana 1.0
mamunul 1.0
scottish 0.5
izchak 1.0
pasan 1.0
napolioni 1.0
ortrun 0.0
delone 1.0
chandravati 0.0
brahmananda 1.0
selwa 0.0
eqbal 1.0
imdadullah 1.0
jevetta 0.0
durbin 1.0
larrett 1.0
dalveer 1.0
liudvikas 1.0
tantia 1.0
sanjana 0.0
censorinus 1.0
hezqeyas 1.0
asashoryu 1.0
hidhir 1.0
momal 0.0
torrian 1.0
jayshree 0.0
momai 1.0
eckart 1.0
momar 1.0
thirachai 1.0
syma 0.0
caster 0.0
onerepublic 1.0
souvanna 1.0
damion 1.0
torhthelm 1.0
kelson 1.0
eckard 1.0
catherine 0.011419249592169658
krafty 1.0
mikkjel 1.0
bestami 1.0
miloje 1.0
ranipadmini 0.0
kalombo 1.0
castellino 1.0
guayo 1.0
syla 1.0
screamin' 1.0
dutty 1.0
nuelson 1.0
umyar 1.0
jeetan 1.0
nataniel 1.0
sunungura 1.0
adrienne 0.0
mancow 1.0
daming 1.0
suramphaa 1.0
candarlı 1.0
ikuhisa 1.0
castle 1.0
puresh 1.0
syoh 1.0
manche 0.0
elton 1.0
dercylidas 1.0
synn 1.0
deister 1.0
dhannalal 1.0
maroua 0.0
paser 1.0
sigitas 1.0
uiloq 0.0
raful 1.0
manchu 1.0
annichen 0.0
seymore 1.0
tsering 0.7272727272727273
osman 0.9883720930232558
resat 1.0
maroun 1.0
tyrteu 1.0
osmar 1.0
edinburgh 0.5
amnon 1.0
elettra 0.0
syne 0.0
screaming 1.0
ignaz 1.0
omai 1.0
pornthip 0.0
bezwada 1.0
neycho 1.0
resad 1.0
chujo-hime 0.0
esprit 1.0
ignas 1.0
syms 1.0
jovinus 1.0
omar 1.0
ignat 1.0
resan 0.0
einsturzende 1.0
amet-khan 1.0
bonita 0.0
yeshimebeth 0.0
metamotivation 1.0
tintoretto 1.0
yevgeny 1.0
taktloss 1.0
ignac 1.0
siyaj 1.0
shaunna 0.0
oprando 1.0
samaneh 0.0
siyar 1.0
nicolaus 1.0
gungsong 1.0
yevgeni 1.0
momed 1.0
norton 1.0
yuriko, 0.0
adalgis 1.0
chennupati 0.0
lakrea 0.0
sa`id 1.0
chinmoy 1.0
koovarji 1.0
tsonko 1.0
frideborg 0.0
dadaloglu 1.0
abdirahman 1.0
jamayel 1.0
thuravoor 1.0
josetty 0.0
bonino 1.0
falaniko 1.0
wildchild 1.0
peerapong 1.0
danleigh 1.0
shaunti 0.0
twanna 0.0
tasana 1.0
fazliddin 1.0
licinianus 1.0
jeethu 1.0
kornelius 1.0
tantan 1.0
castor 1.0
lilibeth 0.0
osmel 1.0
damith 1.0
taweekiet 1.0
osmer 1.0
chester 1.0
qamar 0.7692307692307693
damita 0.0
yuyan 1.0
geraldin 0.0
nogai 1.0
valamram 1.0
chinak 1.0
vencislav 1.0
we'jitu 1.0
omen 1.0
georges 0.9983633387888707
mancel 1.0
kaiane 0.0
iyabo 0.0
omer 0.9897959183673469
momir 1.0
semaj 1.0
etiemble 1.0
deloss 1.0
pasha 0.7777777777777778
momin 1.0
kellita 0.0
ankitha 0.0
guard 1.0
semat 0.0
omid 1.0
sahotra 1.0
omie 1.0
eltio 1.0
osmay 1.0
dzvinia 0.0
freedom 1.0
saionji 1.0
comrade 1.0
momik 1.0
eviatar 1.0
gokturk 1.0
josetsu 1.0
scorpion 1.0
roderigo 1.0
agegnehu 1.0
george, 1.0
rouiched 1.0
delorn 1.0
gondelbert 1.0
chamillionaire 1.0
josette 0.0
eltjo 1.0
ponnamma 0.0
saadeddine 1.0
noenoe 0.0
cerinah 0.0
jirair 1.0
porkchop 1.0
grigorijus 1.0
georgia 0.02197802197802198
pammal 1.0
kitsos 1.0
pamman 1.0
ainissa 0.0
kosmas 1.0
anniara 0.0
rahonem 0.0
ortrie 1.0
sutiyoso 1.0
redleg 1.0
sappho 0.0
ikuhiko 1.0
georgio 1.0
mbairamadji 1.0
tantek 1.0
recondite 1.0
christianus 1.0
redley 1.0
nikal-mati 0.0
georgii 0.8888888888888888
georgij 1.0
guacanagarix 1.0
georgie 0.47058823529411764
gulraiz 1.0
denizen 1.0
omir 1.0
nahima 0.0
resil 1.0
gattlin 1.0
ereleuva 0.0
galactus 1.0
georgiy 1.0
skaila 0.0
resit 1.0
anniceris 1.0
castro 1.0
tamarat 1.0
tamarau 1.0
christianto 1.0
sekiya 1.0
sailabala 0.0
khadeeja 0.0
banryuyama 1.0
resid 1.0
guang 1.0
resia 0.0
demeter 1.0
chandralekha 0.0
mikkjal 1.0
vinicius 1.0
momme 1.0
roderich 1.0
miracle 0.3333333333333333
pasko 1.0
roderick 1.0
bonily 0.0
adalgar 1.0
yandel 1.0
cheang 1.0
gifford 1.0
gennady 1.0
maroof 1.0
guama 1.0
ruzaini 1.0
tisca 0.0
yadamsurengiin 0.0
bedrifelek 0.0
reinhilde 0.0
cougar 0.0
mayilvahanan 1.0
brownlee 1.0
barsauma 1.0
gennadi 1.0
vicharn 1.0
josetxo 1.0
josetxu 1.0
janisław 1.0
maroot 1.0
chestha 0.0
saidulla 1.0
amanishakheto 0.0
siyka 0.0
ansegisus 1.0
pradit 1.0
bi-2 1.0
rafaa 1.0
selem 1.0
kaca 0.0
omod 1.0
selen 0.0
flavianus 1.0
lorus 1.0
hojjatollah 1.0
carlota 0.0
elsad 1.0
kaci 0.16666666666666666
jujeath 0.0
parov 1.0
offer 1.0
orlygur 1.0
zafilaza 1.0
eynulla 1.0
tiril 0.0
zurab 1.0
kazufumi 1.0
dusan 1.0
creswick 1.0
carloto 1.0
luellyn 0.0
eufrosin 1.0
pradip 1.0
rakshya 0.0
molly 0.032467532467532464
mayanti 0.0
kaytranada 1.0
spkilla 1.0
tiramakhan 1.0
kaba 1.0
nagnath 1.0
newport 1.0
kabi 0.0
purdey 0.0
kaan 1.0
brancaleone 1.0
kaak 1.0
traylor 0.0
heiner 1.0
ammar 1.0
shar-kali-sharri 1.0
janatin 1.0
durwood 1.0
kaat 0.0
hossein 1.0
moloy 1.0
darcina 0.0
baatsuri 1.0
heinie 1.0
zaizhen 1.0
ea-mukin-zeri 1.0
kael 1.0
zainizam 1.0
angaraag 1.0
kado 1.0
chimdi 1.0
kadu 1.0
parmy 0.0
amleto 1.0
narathihapate 1.0
kady 0.0
sixto 1.0
molon 1.0
bertice 0.3333333333333333
kaitlyn 0.0
philetaerus 1.0
under17 0.0
kada 0.5
sixty 1.0
cristeen 0.0
anthemius 1.0
nittatsu 1.0
dhulipala 1.0
kedrick 1.0
koyah 1.0
kade 1.0
arikkad 1.0
chimen 1.0
kadi 0.0
fahredin 1.0
barakat 1.0
motoyuki 1.0
nofel 1.0
geneice 0.0
lupino 1.0
premsai 1.0
deorlaf 1.0
inejiro 1.0
selim 1.0
haanii 0.0
parno 0.0
selin 0.0
selig 1.0
spider 1.0
rerir 1.0
kacy 0.25
zoilos 1.0
taworn 1.0
prades 1.0
selam 1.0
loryn 0.0
selan 1.0
vieux 1.0
selah 0.6666666666666666
tirey 1.0
chimbu 1.0
kage 0.0
dhrupad 1.0
rafel 1.0
selau 0.0
duvvuru 1.0
angelyne 0.0
parth 1.0
lorys 1.0
gunasekaran 1.0
killivalavan 1.0
omry 1.0
mesbahuddin 1.0
geetika 0.0
fenwick 1.0
deyvid 1.0
jalston 1.0
kafu 1.0
yelyzaveta 0.0
koyal 0.0
cuyen 1.0
khushnood 1.0
pradel 1.0
srdjan 1.0
parul 0.0
omri 1.0
bencomo 1.0
tragyal 1.0
ingwald 1.0
iswahyudi 1.0
azriel 1.0
parur 1.0
tuaalagi 1.0
damjan 1.0
olzhas 1.0
kafi 0.5
sreelatha 0.0
cristela 0.0
kaer 1.0
kaeo 1.0
nonito 1.0
tirfi 0.0
selby 0.75
norval 1.0
kaes 1.0
leodis 1.0
bonham 1.0
kaew 1.0
porochista 0.0
heimann 1.0
antimenes 1.0
heimano 1.0
virdhi 1.0
party 1.0
lindisfarne 1.0
wibrandis 0.0
kaie 0.5
parri 1.0
kaif 1.0
kaid 1.0
kaii 1.0
crtomir 1.0
chitchai 1.0
maninidra 1.0
kain 1.0
kail 1.0
athanaric 1.0
kaio 1.0
elihan 1.0
omur 0.0
dameyune 1.0
mbanguingar 1.0
selda 0.0
cristhiam 1.0
cristhian 1.0
mahmudullah 1.0
lurelle 1.0
noritsugu 1.0
kaia 0.0
nonius 1.0
purnell 1.0
kahe 1.0
colman 1.0
cavendish 1.0
szam 1.0
kahi 0.0
vishwasrao 1.0
margiad 0.0
sachchidananda 1.0
alfinete 1.0
ryukichi 1.0
chiman 1.0
kahn 1.0
kaho 0.0
parry 0.8888888888888888
rafan 1.0
ledyard 1.0
baluan 1.0
rafal 1.0
duvvuri 1.0
parsa 1.0
saartjie 0.0
maskoen 1.0
barakel 1.0
farmer 1.0
rafat 0.3333333333333333
rafig 1.0
zuria 0.0
bertine 0.6666666666666666
kellian 1.0
damdiny 1.0
berting 1.0
rafic 1.0
rafid 1.0
jeremaia 1.0
kaki 0.0
roopmati 1.0
tsunomaru 1.0
kako 0.0
molvi 1.0
teffi 0.0
rafiq 1.0
rafik 1.0
ospakr 1.0
rafil 1.0
aminulrasyid 1.0
uilke 1.0
ubertino 1.0
kaju 1.0
peterson 1.0
delpha 0.5
neurosis 1.0
rafia 0.0
amykos 1.0
hidekazu 1.0
kaka 0.9090909090909091
turikatuku 0.0
chrys 1.0
parys 1.0
kristofer 1.0
kaji 1.0
unniyarcha 0.0
